"ID","TCODE","SCREENS_ID","SELECTION","HIDEFLG","SEQNO","ROWPOS","COLPOS","PARAGRAPH","WIDTH","TYPE","DATAPRECISION","DATASCALE","INDISP","SUBINDISP","EDITABLE","MAXVALUE","MINVALUE","EDOPTSIZE","EDOPTMAXLENGTH","RUBYCODE","EDOPTMULTIPLE","EDOPTROW","EDOPTCOLS","EDOPTVALUE","TBLKEY","SUMKEY","CRTFIELD","EXPIREDATE","REMARK","PERSONS_ID_UPD","UPDATE_IP","CREATED_AT","UPDATED_AT"
1291,"usergroup_code",22,1,0,999,0,0,0,180,"varchar2",0,0,1,0,1,0,0,30,30,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/06 9:59:50,2013/07/07 17:08:50
1292,"usergroup_name",22,1,0,999,0,0,0,120,"varchar2",0,0,1,0,1,0,0,20,20,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/06 9:59:50,2013/07/07 17:12:53
1294,"pobjgrp_name",22,1,0,20,2,1,0,120,"varchar2",0,0,1,0,1,0,0,30,30,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/06 9:59:50,2013/07/07 17:10:32
1381,"itm_material",17,1,0,888,12,1,0,300,"varchar2",0,0,0,0,1,0,0,50,50,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/06 17:22:08,2013/07/11 0:53:43
1404,"itm_code",17,1,0,10,1,2,0,240,"varchar2",0,0,1,0,1,0,0,40,40,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/06 17:22:08,2013/07/11 0:54:15
1405,"itm_name",17,1,0,20,1,2,0,300,"varchar2",0,0,1,0,1,0,0,50,50,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/06 17:22:08,2013/07/11 0:54:51
1629,"itm_design",9,1,0,999,,,,300,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1630,"itm_weight",9,1,0,999,,,,132,"number",10,6,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1631,"itm_length",9,1,0,999,,,,132,"number",10,6,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1632,"itm_deth",9,1,0,999,,,,132,"number",10,6,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1633,"itm_packqty",9,1,0,999,,,,132,"number",10,0,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1634,"itm_minqty",9,1,0,999,,,,132,"number",10,6,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1635,"itm_remark",9,1,0,999,,,,300,"varchar2",,,0,,,,,100,100,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1636,"custord_person_id_chrg",9,1,1,999,,,,132,"number",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1637,"person_code_chrg",9,1,0,999,1,1,0,60,"varchar2",0,0,1,0,1,0,0,10,10,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11,2013/07/11
1638,"person_name_chrg",9,1,0,999,1,2,0,300,"varchar2",0,0,0,0,1,0,0,50,50,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11,2013/07/11
1639,"person_email_chrg",9,1,0,999,,,,300,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1640,"person_remark_chrg",9,1,0,999,,,,300,"varchar2",,,0,,,,,100,100,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1641,"usergroup_code_chrg",9,1,0,999,,,,180,"varchar2",,,0,,,,,30,30,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1642,"usergroup_name_chrg",9,1,0,999,,,,120,"varchar2",,,0,,,,,20,20,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1643,"custord_duedate",9,1,0,888,2,1,,66,"timestamp",,6,0,,1,,,11,11,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1644,"custord_toduedate",9,1,0,888,3,1,,66,"timestamp",,6,0,,1,,,11,11,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1645,"custord_isudate",9,1,0,888,4,1,,66,"timestamp",,6,0,,1,,,11,11,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1646,"custord_qty",9,1,0,888,5,1,,132,"number",16,4,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1647,"custord_price",9,1,0,888,6,1,,132,"number",16,4,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1648,"custord_amt",9,1,0,888,7,1,,132,"number",16,4,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1649,"custord_orderno",9,1,0,888,8,1,,240,"varchar2",,,0,,1,,,40,40,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1650,"custord_sno",9,1,0,888,9,1,,240,"varchar2",,,0,,1,,,40,40,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1651,"custord_lineno",9,1,0,888,10,1,,132,"number",4,0,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1652,"custord_infomation",9,1,0,888,11,1,,300,"textarea",,,0,,1,,,2000,2000,,,10,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1653,"custord_remark",9,1,0,888,12,1,,300,"textarea",,,0,,1,,,200,200,,,2,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1654,"custord_expiredate",9,1,0,888,13,1,,60,"date",,,0,,1,,,10,7,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1655,"custord_person_id_upd",9,1,1,999,,,,60,"number",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1656,"person_code_upd",9,1,0,999,,,,60,"varchar2",,,0,,,,,10,10,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1657,"person_name_upd",9,1,0,999,,,,60,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1658,"person_email_upd",9,1,0,999,,,,60,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1659,"person_remark_upd",9,1,0,999,,,,60,"varchar2",,,0,,,,,100,100,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1660,"usergroup_code_upd",9,1,0,999,,,,60,"varchar2",,,0,,,,,30,30,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1661,"usergroup_name_upd",9,1,0,999,,,,60,"varchar2",,,0,,,,,20,20,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1662,"custord_update_ip",9,1,0,999,,,,60,"varchar2",,,0,,0,,,40,40,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1663,"custord_created_at",9,1,0,999,,,,66,"timestamp",,6,0,,0,,,11,11,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1664,"custord_updated_at",9,1,0,999,,,,66,"timestamp",,6,0,,0,,,11,11,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1665,"id",9,1,1,999,,,,132,"number",38,0,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1666,"custord_id",9,1,1,999,,,,132,"number",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1667,"custord_loca_id_cust",9,1,1,999,,,,132,"number",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1668,"loca_code_cust",9,1,0,10,14,1,0,240,"varchar2",0,0,1,0,1,0,0,40,40,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1669,"loca_name_cust",9,1,0,15,14,2,0,300,"varchar2",0,0,1,0,1,0,0,100,100,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1670,"loca_abbr_cust",9,1,0,999,,,,300,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1671,"loca_zip_cust",9,1,0,999,,,,60,"varchar2",,,0,,,,,10,10,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1672,"loca_country_cust",9,1,0,999,,,,120,"varchar2",,,0,,,,,20,20,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1673,"loca_prfct_cust",9,1,0,999,,,,120,"varchar2",,,0,,,,,20,20,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1674,"loca_addr1_cust",9,1,0,999,,,,300,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:26,2013/07/11 0:59:26
1675,"loca_addr2_cust",9,1,0,999,,,,300,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1676,"loca_tel_cust",9,1,0,999,,,,120,"varchar2",,,0,,,,,20,20,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1677,"loca_fax_cust",9,1,0,999,,,,120,"varchar2",,,0,,,,,20,20,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1678,"loca_mail_cust",9,1,0,999,,,,120,"varchar2",,,0,,,,,20,20,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1679,"loca_remark_cust",9,1,0,999,,,,300,"varchar2",,,0,,,,,100,100,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1680,"custord_itm_id",9,1,1,999,,,,132,"number",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1681,"itm_code",9,1,0,20,15,1,0,240,"varchar2",0,0,1,0,1,0,0,40,40,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1682,"itm_name",9,1,0,25,15,2,0,300,"varchar2",0,0,1,0,1,0,0,50,50,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1683,"itm_itmtype",9,1,0,999,,,,6,"char",,,0,,,,,1,1,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1684,"itm_consumtype",9,1,0,999,,,,6,"char",,,0,,,,,1,1,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1685,"unit_code",9,1,0,999,,,,18,"varchar2",,,0,,,,,3,3,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1686,"unit_name",9,1,0,999,,,,60,"varchar2",,,0,,,,,10,10,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1687,"unit_remark",9,1,0,999,,,,300,"varchar2",,,0,,,,,100,100,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1688,"itm_std",9,1,0,999,,,,300,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1689,"itm_model",9,1,0,999,,,,300,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1690,"itm_material",9,1,0,999,,,,300,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 0:59:27,2013/07/11 0:59:27
1940,"screenfield_tcode",27,1,0,20,1,2,0,180,"varchar2",0,0,0,0,1,0,0,30,30,,0,0,0,,,,,2099/12/31,"小文字",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 20:21:37,2013/07/13 14:21:15
1942,"screen_tcode",27,1,0,10,1,0,0,180,"varchar2",1,0,0,0,1,0,0,30,30,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 20:21:37,2013/07/13 14:20:49
1958,"screenfield_dataprecision",27,1,0,888,11,2,0,132,"number",0,0,0,0,1,0,0,22,22,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 20:21:38,2013/07/12 23:31:39
2127,"id",101,1,1,999,,,,132,"number",38,0,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2128,"blktable_id",101,1,1,999,,,,132,"number",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2129,"blktable_tabletype",101,1,0,20,2,1,0,90,"select",0,0,0,0,1,0,0,15,15,,0,0,0,"[[],[:system,'system'],[:master,'master'],[:tran,'tran']]",,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/12 22:43:14
2130,"blktable_remark",101,1,0,888,5,1,0,300,"textarea",0,0,0,0,1,0,0,200,200,,0,2,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/12 18:26:50
2131,"blktable_rubycode",101,1,0,888,3,1,,300,"textarea",,,0,,1,,,4000,4000,,,10,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2132,"blktable_person_id_upd",101,1,1,999,,,,60,"number",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2133,"person_code_upd",101,1,0,999,,,,60,"varchar2",,,0,,,,,10,10,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2134,"person_name_upd",101,1,0,999,,,,60,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2135,"person_email_upd",101,1,0,999,,,,60,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2136,"person_remark_upd",101,1,0,999,,,,60,"varchar2",,,0,,,,,100,100,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2137,"usergroup_code_upd",101,1,0,999,,,,60,"varchar2",,,0,,,,,30,30,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2138,"usergroup_name_upd",101,1,0,999,,,,60,"varchar2",,,0,,,,,20,20,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2139,"blktable_update_ip",101,1,0,999,,,,60,"varchar2",,,0,,0,,,40,40,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2140,"blktable_created_at",101,1,0,999,,,,60,"date",,,0,,0,,,10,7,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2141,"blktable_expiredate",101,1,0,888,4,1,,60,"date",,,0,,1,,,10,7,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2142,"blktable_updated_at",101,1,0,999,,,,60,"date",,,0,,0,,,10,7,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/11 22:12:44
2143,"blktable_tcode",101,1,0,10,1,1,0,180,"varchar2",0,0,0,0,1,0,0,30,30,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 22:12:44,2013/07/12 18:28:04
2144,"id",61,1,1,999,,,,132,"number",38,0,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 23:01:57,2013/07/11 23:01:57
2145,"fieldcode_id",61,1,1,999,,,,132,"number",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 23:01:57,2013/07/11 23:01:57
2153,"fieldcode_person_id_upd",61,1,1,999,,,,60,"number",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 23:01:58,2013/07/11 23:01:58
2154,"person_code_upd",61,1,0,999,,,,60,"varchar2",,,0,,,,,10,10,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 23:01:58,2013/07/11 23:01:58
2155,"person_name_upd",61,1,0,999,,,,60,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 23:01:58,2013/07/11 23:01:58
2156,"person_email_upd",61,1,0,999,,,,60,"varchar2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 23:01:58,2013/07/11 23:01:58
2157,"person_remark_upd",61,1,0,999,,,,60,"varchar2",,,0,,,,,100,100,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 23:01:58,2013/07/11 23:01:58
2158,"usergroup_code_upd",61,1,0,999,,,,60,"varchar2",,,0,,,,,30,30,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/11 23:01:58,2013/07/11 23:01:58
