"ID","CODE","SCREENS_ID","SELECTION","HIDEFLG","SEQNO","ROWPOS","COLPOS","PARAGRAPH","WIDTH","TYPE","DATAPRECISION","DATASCALE","INDISP","SUBINDISP","EDITABLE","MAXVALUE","MINVALUE","EDOPTSIZE","EDOPTMAXLENGTH","EDOPTVALUE","EDOPTMULTIPLE","EDOPTROW","EDOPTCOLS","LISTOPTIONS","TBLKEY","SUMKEY","CRTFIELD","EXPIREDATE","REMARK","PERSONS_ID_UPD","UPDATE_IP","CREATED_AT","UPDATED_AT"
1087,"screenfield_code",27,1,0,20,2,1,0,180,"VARCHAR2",0,0,1,0,1,0,0,30,30,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:17:00,2013/07/05 21:26:15
1089,"screen_code",27,1,0,10,1,1,0,180,"VARCHAR2",0,0,1,0,1,0,0,30,30,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:17:00,2013/07/05 21:25:46
1099,"screenfield_seqno",27,1,0,30,9,1,0,132,"NUMBER",4,0,0,0,1,0,0,22,22,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:17:00,2013/07/05 3:24:01
1100,"screenfield_rowpos",27,1,0,40,10,1,0,132,"NUMBER",4,0,0,0,1,0,0,22,22,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:17:00,2013/07/05 3:25:51
1101,"screenfield_colpos",27,1,0,50,10,2,0,132,"NUMBER",4,0,0,0,1,0,0,22,22,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:17:00,2013/07/05 22:21:37
1138,"pobject_code",61,1,0,10,1,1,0,180,"VARCHAR2",0,0,1,0,1,0,0,30,30,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:18:52,2013/07/05 22:45:47
1147,"fieldcode_ftype",61,1,0,20,2,1,0,90,"VARCHAR2",0,0,0,0,1,0,0,15,15,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:18:52,2013/07/05 22:46:21
1148,"screenfield_update_ip",27,1,0,999,,,,60,"VARCHAR2",,,0,,0,,,40,40,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1149,"screenfield_created_at",27,1,0,999,,,,60,"DATE",,,0,,0,,,10,7,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1150,"screenfield_updated_at",27,1,0,999,,,,60,"DATE",,,0,,0,,,10,7,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1151,"usergroup_name_upd",27,1,0,999,,,,60,"VARCHAR2",,,0,,,,,20,20,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1152,"id",27,1,1,999,,,,132,"NUMBER",38,0,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1153,"screenfield_id",27,1,1,999,,,,132,"NUMBER",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1155,"screenfield_screen_id",27,1,1,999,,,,132,"NUMBER",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1157,"screen_viewname",27,1,0,999,,,,180,"VARCHAR2",,,0,,,,,30,30,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1158,"screen_strselect",27,1,0,999,,,,300,"textarea",,,0,,,,,4000,4000,,,10,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1159,"screen_strwhere",27,1,0,999,,,,300,"textarea",,,0,,,,,4000,4000,,,10,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1160,"screen_strgrouporder",27,1,0,999,,,,300,"textarea",,,0,,,,,4000,4000,,,10,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1161,"screen_ymlcode",27,1,0,999,,,,300,"textarea",,,0,,,,,4000,4000,,,10,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1162,"screen_cdrflayout",27,1,0,999,,,,60,"VARCHAR2",,,0,,,,,10,10,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1163,"screen_remark",27,1,0,999,,,,300,"textarea",,,0,,,,,200,200,,,2,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1164,"screenfield_selection",27,1,0,888,3,1,,132,"NUMBER",1,0,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1165,"screenfield_hideflg",27,1,0,888,4,1,,132,"NUMBER",1,0,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1169,"screenfield_paragraph",27,1,0,888,8,1,,132,"NUMBER",1,0,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1170,"screenfield_width",27,1,0,888,9,2,0,132,"NUMBER",4,0,0,0,1,0,0,22,22,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 22:16:16
1171,"screenfield_type",27,1,0,888,5,1,0,72,"VARCHAR2",0,0,0,0,1,0,0,12,12,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 22:17:32
1172,"screenfield_dataprecision",27,1,0,888,11,1,,132,"NUMBER",,,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1173,"screenfield_datascale",27,1,0,888,12,1,,132,"NUMBER",,,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1174,"screenfield_indisp",27,1,0,888,13,1,,132,"NUMBER",1,0,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1175,"screenfield_subindisp",27,1,0,888,14,1,,132,"NUMBER",1,0,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1176,"screenfield_editable",27,1,0,888,15,1,,132,"NUMBER",1,0,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1177,"screenfield_maxvalue",27,1,0,888,16,1,,132,"NUMBER",,,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1178,"screenfield_minvalue",27,1,0,888,17,1,,132,"NUMBER",,,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1179,"screenfield_edoptsize",27,1,0,888,18,1,,132,"NUMBER",,,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1180,"screenfield_edoptmaxlength",27,1,0,888,19,1,,132,"NUMBER",4,0,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1181,"screenfield_edoptvalue",27,1,0,888,20,1,,300,"VARCHAR2",,,0,,1,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1182,"screenfield_edoptmultiple",27,1,0,888,21,1,,132,"NUMBER",4,0,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1183,"screenfield_edoptrow",27,1,0,888,22,1,,132,"NUMBER",4,0,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1184,"screenfield_edoptcols",27,1,0,888,23,1,,132,"NUMBER",4,0,0,,1,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1185,"screenfield_listoptions",27,1,0,888,24,1,,240,"VARCHAR2",,,0,,1,,,40,40,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1186,"screenfield_tblkey",27,1,0,888,25,1,,6,"CHAR",,,0,,1,,,1,1,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1187,"screenfield_sumkey",27,1,0,888,26,1,,6,"CHAR",,,0,,1,,,1,1,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1188,"screenfield_crtfield",27,1,0,888,27,1,,300,"VARCHAR2",,,0,,1,,,100,100,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1189,"screenfield_expiredate",27,1,0,888,28,1,,60,"DATE",,,0,,1,,,10,7,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1190,"screenfield_remark",27,1,0,888,29,1,,300,"textarea",,,0,,1,,,200,200,,,2,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1191,"screenfield_person_id_upd",27,1,1,999,,,,60,"NUMBER",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1192,"person_code_upd",27,1,0,999,,,,60,"VARCHAR2",,,0,,,,,10,10,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1193,"person_name_upd",27,1,0,999,,,,60,"VARCHAR2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:45,2013/07/05 3:29:45
1194,"person_email_upd",27,1,0,999,,,,60,"VARCHAR2",,,0,,,,,50,50,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:46,2013/07/05 3:29:46
1195,"person_remark_upd",27,1,0,999,,,,60,"VARCHAR2",,,0,,,,,100,100,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:46,2013/07/05 3:29:46
1196,"usergroup_code_upd",27,1,0,999,,,,60,"VARCHAR2",,,0,,,,,30,30,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 3:29:46,2013/07/05 3:29:46
1201,"fieldcode_expiredate",61,1,0,100,10,1,0,60,"DATE",0,0,0,0,1,0,0,10,7,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:46:42
1202,"fieldcode_updated_at",61,1,0,999,,,,60,"DATE",,,0,,0,,,10,7,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1203,"id",61,1,1,999,,,,132,"NUMBER",38,0,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1204,"fieldcode_id",61,1,1,999,,,,132,"NUMBER",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1205,"fieldcode_pobject_id",61,1,1,999,,,,132,"NUMBER",38,0,0,,0,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1206,"pobject_objecttype",61,1,0,999,,,,6,"CHAR",,,0,,,,,1,1,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1208,"pobject_fieldlength",61,1,0,999,,,,132,"NUMBER",4,0,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1209,"pobject_datapresion",61,1,0,999,,,,132,"NUMBER",2,0,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1210,"pobject_datascale",61,1,0,999,,,,132,"NUMBER",2,0,0,,,,,22,22,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1211,"pobject_contens",61,1,0,999,,,,300,"textarea",,,0,,,,,200,200,,,2,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1212,"pobject_remark",61,1,0,999,,,,300,"textarea",,,0,,,,,200,200,,,2,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1213,"pobject_rubycode",61,1,0,999,,,,300,"textarea",,,0,,,,,4000,4000,,,10,80,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1214,"pobject_ukeyflg",61,1,0,999,,,,6,"CHAR",,,0,,,,,1,1,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1215,"pobject_chartype",61,1,0,999,,,,60,"VARCHAR2",,,0,,,,,10,10,,,,,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:41:24
1217,"fieldcode_fieldlength",61,1,0,30,4,1,0,132,"NUMBER",4,0,0,0,1,0,0,22,22,,0,0,0,,,,,2099/12/31,"auto_crt",0,"fe80::442f:5ae8:6e40:d61e%13",2013/07/05 22:41:24,2013/07/05 22:47:52
